Name,Year,1+planning,1+generation,1+revision,1+monitoring,2+text,2+element,3+student,3+casual,3+expert,4+smartphone,4+tablet,4+computer,4+misc,5+vision,5+lofi,5+high-fi,5+public,6+low,6+medium,6+high,7+no eval,7+case study,7+qualitative,7+quantitative,7+mixed,8+async,8+real-time,9+tool,9+consultant,9+collaborator,title,bibtex,link,abstract
Wiki,2008,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,Visualization of Interactions in Collaborative Writing,"@inproceedings{biuk-aghai_visualization_2008,series = {{IEEE} {International} {Conference} on {Digital} {Ecosystems} and {Technologies}},title = {Visualization of {Interactions} in {Collaborative} {Writing}},abstract = {Wikis have become an important component of a collaborationinfrastructure, particularly in loosely-coupled and self-organizingsettings such as those of digital ecosystems. We report on our use ofwikis in the education doman to support collaborative creative writing,as well as collaborative translation. This paper presents an analysisand visualization tool that we have developed as an aid for assessingboth the process and the outcome of these collaborative writing tasks.},booktitle = {2008 {2ND} {IEEE} {INTERNATIONAL} {CONFERENCE} {ON} {DIGITAL} {ECOSYSTEMS} {ANDTECHNOLOGIES}},author = {Biuk-Aghai, Robert P. and Kelen, Christopher and Venkatesan, Hari},year = {2008},keywords = {collaborative writing, assessment, digitalecosystems, information visualization},pages = {34+},}",https://ieeexplore.ieee.org/document/4635141,"Wikis have become an important component of a collaboration infrastructure, particularly in loosely-coupled and self-organizing settings such as those of digital ecosystems. We report on our use of wikis in the education domain to support collaborative creative writing,as well as collaborative translation. This paper presents an analysis and visualization tool that we have developed as an aid for assessing both the process and the outcome of these collaborative writing tasks."
Say Anything,2008,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Say Anything: A Massively Collaborative Open Domain Story WritingCompanion,"@inproceedings{swanson_say_2008,series = {Lecture {Notes} in {Computer} {Science}},title = {Say {Anything}: {A} {Massively} {Collaborative} {Open} {Domain} {Story} {WritingCompanion}},volume = {5334},abstract = {Interactive storytelling is an interesting cross-disciplinary area thathas importance in research as well as entertainment. In this paper weexplore a new area of interactive storytelling that blurs the linebetween traditional interactive fiction and collaborative writing. Wepresent a system where the user and computer take turns in writingsentences of a fictional narrative. Sentences contributed by thecomputer are selected from a collection of millions of stories extractedfrom Internet weblogs. By leveraging the large amounts of personalnarrative content available on the web, we show that even with a simpleapproach our system can produce compelling stories with our users.},booktitle = {{INTERACTIVE} {STORY}℡{LING}, {PROCEEDINGS}},author = {Swanson, Reid and Gordon, Andrew S.},editor = {Spierling, U and Szilas, N},year = {2008},note = {Type: Proceedings Paper},keywords = {Collaborative Writing, Information Retrieval, Interactive Fiction, Interactive Storytelling, Social Media},pages = {32--40},}",https://link.springer.com/chapter/10.1007/978-3-540-89454-4_5,"Interactive storytelling is an interesting cross-disciplinary area that has importance in research as well as entertainment. In this paper we explore a new area of interactive storytelling that blurs the line between traditional interactive fiction and collaborative writing. We present a system where the user and computer take turns in writing sentences of a fictional narrative. Sentences contributed by the computer are selected from a collection of millions of stories extracted from Internet weblogs. By leveraging the large amounts of personal narrative content available on the web, we show that even with a simple approach our system can produce compelling stories with our users."
Sentence Fairy,2008,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,The Sentence Fairy: a natural-language generation system to supportchildren's essay writing,"@article{harbusch_sentence_2008,title = {The {Sentence} {Fairy}: a natural-language generation system to supportchildren's essay writing},volume = {21},doi = {10.1080/09588220802343496},abstract = {We built an NLP system implementing a `virtual writing conference' forelementary-school children, with German as the target language.Currently, state-of-the-art computer support for writing tasks isrestricted to multiple-choice questions or quizzes because automaticparsing of the often ambiguous and fragmentary texts produced by pupilspresents insurmountable problems. Here, we follow a different course bydeploying natural language generation technology to evaluate and improvethe grammatical quality of student output. Based on an abstractrepresentation of the story under construction, all paraphrases ofsimple and combined clauses are generated fully automatically. From thissource, the system produces exercises enabling the pupils to improvetheir sentences. We apply parsing technology only in the teacher mode,where new stories are entered into the system in a simple manner. Thesystem we describe here is a prototype including a full exercisegeneration mode and a rudimentary teacher mode.},number = {4},journal = {COMPUTER ASSISTED LANGUAGE LEARNING},author = {Harbusch, Karin and Itsova, Gergana and Koch, Ulrich and Kuehner, Christine},year = {2008},keywords = {elementary school, essay writing, German, Intelligent CALL (ICALL), natural language generation (NLG)},pages = {339--352},}",https://doi.org/10.1080/09588220802343496,"We built an NLP system implementing a `virtual writing conference' for elementary-school children, with German as the target language.Currently, state-of-the-art computer support for writing tasks is restricted to multiple-choice questions or quizzes because automatic parsing of the often ambiguous and fragmentary texts produced by pupils presents insurmountable problems. Here, we follow a different course by deploying natural language generation technology to evaluate and improve the grammatical quality of student output. Based on an abstract representation of the story under construction, all paraphrases of simple and combined clauses are generated fully automatically. From this source, the system produces exercises enabling the pupils to improve their sentences. We apply parsing technology only in the teacher mode,where new stories are entered into the system in a simple manner. The system we describe here is a prototype including a full exercisegeneration mode and a rudimentary teacher mode."
Wayang Authoring,2008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"""Wayang Authoring"": a web-based authoring tool for visual storytelling for children","@inproceedings{10.1145/1497185.1497284, author = {Widjajanto, Wahju Agung and Lund, Michael and Schelhowe, Heidi}, title = {""Wayang Authoring"": a web-based authoring tool for visual storytelling for children}, year = {2008}, isbn = {9781605582696}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/1497185.1497284}, doi = {10.1145/1497185.1497284}, abstract = {In our web-based platform ""Wayang Authoring"" children with different cultural backgrounds can share stories and make experiences in culturally different storytelling styles. The research question focuses on by which design our system can enhance creative storytelling and self-expression as well as help to share cultural diversity. The idea of Wayang Authoring is based on the Indonesian ancient art form Wayang. In Wayang Authoring children are able to compose a story by using digital puppets, saving, and sharing it.}, booktitle = {Proceedings of the 6th International Conference on Advances in Mobile Computing and Multimedia}, pages = {464–467}, numpages = {4}, keywords = {web-based application, storytelling, authoring tool, wayang, wayang authoring}, location = {Linz, Austria}, series = {MoMM '08} }",https://dl.acm.org/doi/10.1145/1497185.1497284,"In our web-based platform ""Wayang Authoring"" children with different cultural backgrounds can share stories and make experiences in culturally different storytelling styles. The research question focuses on by which design our system can enhance creative storytelling and self-expression as well as help to share cultural diversity. The idea of Wayang Authoring is based on the Indonesian ancient art form Wayang. In Wayang Authoring children are able to compose a story by using digital puppets, saving, and sharing it."
Jabberwocky,2008,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Jabberwocky: children's digital ink story writing from nonsense to sense,"@inproceedings{read_jabberwocky_2008,address = {New York, NY, USA},series = {{DIMEA} '08},title = {Jabberwocky: children's digital ink story writing from nonsense to sense},isbn = {978-1-60558-248-1},url = {https://doi.org/10.1145/1413634.1413654},doi = {10.1145/1413634.1413654},abstract = {This paper describes Jabberwocky, a digital ink based story writing and reading application for children. Created following an immersive design experience, the Jabberwocky interface, and its underlying algorithms, are motivated and described in the paper.Jabberwocky is novel on several counts; it provides a humorous and fun filled interface to shield users from the ambiguity of its underlying recognition based systems, it allows for the setting of user parameters to respect the different tolerance levels of children, and it features a 'won't work for you' interface to protect children who are not yet able to gain advantage from its use.},booktitle = {Proceedings of the 3rd {International} {Conference} on {Digital} {Interactive} {Media} in {Entertainment} and {Arts}},publisher = {Association for Computing Machinery},author = {Read, Janet C},year = {2008},keywords = {children, digital ink, errors, handwriting recognition, text input, tolerance},pages = {85--90},}",https://doi.org/10.1145/1413634.1413654,"This paper describes Jabberwocky, a digital ink based story writing and reading application for children. Created following an immersive design experience, the Jabberwocky interface, and its underlying algorithms, are motivated and described in the paper.Jabberwocky is novel on several counts; it provides a humorous and fun filled interface to shield users from the ambiguity of its underlying recognition based systems, it allows for the setting of user parameters to respect the different tolerance levels of children, and it features a 'won't work for you' interface to protect children who are not yet able to gain advantage from its use."
HypeDyn,2009,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Designing hypertext tools to facilitate authoring multiple points-of-view stories,"@inproceedings{mitchell_designing_2009-1,address = {New York, NY, USA},series = {{HT} '09},title = {Designing hypertext tools to facilitate authoring multiple points-of-view stories},isbn = {978-1-60558-486-7},url = {https://doi.org/10.1145/1557914.1557966},doi = {10.1145/1557914.1557966},abstract = {How can authoring tools help authors create complex, innovative hypertext narrative structures? Tools for creating hypertext fiction typically represent such narratives in the form of nodes and links. However, existing tools are not particularly helpful when an author wants to create a story with a more complex structure, such as a story told from multiple points of view. In this paper, we describe our work to develop HypeDyn, a new hypertext authoring tool that provides alternative representations designed to make it easier to create complex hypertext story structures. As an initial exploration, the tool has been designed to support authoring of interactive, multiple-points-of-view stories. In order to describe the tool, we describe a simplified transformation of Rashomon into a progressively more interactive narrative. Along the way, we identify useful new representations, mechanisms, and visualizations for helping the author. We conclude with some thoughts about the design of interactive storytelling authoring tools in general.},booktitle = {Proceedings of the 20th {ACM} {Conference} on {Hypertext} and {Hypermedia}},publisher = {Association for Computing Machinery},author = {Mitchell, Alex and McGee, Kevin},year = {2009},note = {event-place: Torino, Italy},keywords = {authoring tools, hypertext fiction, interactive storytelling, multiform stories, rashomon, representation},pages = {309--316},}",https://doi.org/10.1145/1557914.1557966,"How can authoring tools help authors create complex, innovative hypertext narrative structures? Tools for creating hypertext fiction typically represent such narratives in the form of nodes and links. However, existing tools are not particularly helpful when an author wants to create a story with a more complex structure, such as a story told from multiple points of view. In this paper, we describe our work to develop HypeDyn, a new hypertext authoring tool that provides alternative representations designed to make it easier to create complex hypertext story structures. As an initial exploration, the tool has been designed to support authoring of interactive, multiple-points-of-view stories. In order to describe the tool, we describe a simplified transformation of Rashomon into a progressively more interactive narrative. Along the way, we identify useful new representations, mechanisms, and visualizations for helping the author. We conclude with some thoughts about the design of interactive storytelling authoring tools in general."
MAKEBELIEVE,2010,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,An intelligent system for semi-automatic story generation for kids using ontology,"@inproceedings{jaya_intelligent_2010,address = {New York, NY, USA},series = {{COMPUTE} '10},title = {An intelligent system for semi-automatic story generation for kids using ontology},isbn = {978-1-4503-0001-8},url = {https://doi.org/10.1145/1754288.1754296},doi = {10.1145/1754288.1754296},abstract = {Story grabs the attention of all sorts of people like young, old, children etc. Everyone is always having a special interest in either reading or listening stories. Readers may have different taste and interests and also they have their own choice of stories. Some may be fond of mystic ones or science fiction, or mythology, or romantic stories but in common people love to read stories. Creative people may land their footsteps in the art of writing stories with their own creativity and imagination. They will produce interesting themes for the stories with their innovative thoughts. A writer has the responsibility to make the readers visualize the story in their mind in order to make the story as vivid and lively. The art of writing attractive stories requires a lot of creativity and intelligence to lead the story in a right way. This Automatic story generation system provides an environment for the user to construct or rewrite the story as per their desire, through user interaction. The most attractive feature of this system is that it allows the user to select the characters, objects and location for the story in which they are constructed. Ontology helps to provide the attributes of the characters, objects and locations to the generated story. As a result, ontology preserves the meaning of system generated story in an interesting way. Ontology is a formal explicit specification of shared conceptualization. This intelligent automatic story generation system helps for dynamic construction of stories using ontology in a neat fashion.},booktitle = {Proceedings of the {Third} {Annual} {ACM} {Bangalore} {Conference}},publisher = {Association for Computing Machinery},author = {Jaya, A. and Uma, G. V.},year = {2010},keywords = {story generation, characters, conception of themes, interaction, ontology, semantic ordering},}",https://dl.acm.org/doi/10.1145/1754288.1754296,"Story grabs the attention of all sorts of people like young, old, children etc. Everyone is always having a special interest in either reading or listening stories. Readers may have different taste and interests and also they have their own choice of stories. Some may be fond of mystic ones or science fiction, or mythology, or romantic stories but in common people love to read stories. Creative people may land their footsteps in the art of writing stories with their own creativity and imagination. They will produce interesting themes for the stories with their innovative thoughts. A writer has the responsibility to make the readers visualize the story in their mind in order to make the story as vivid and lively. The art of writing attractive stories requires a lot of creativity and intelligence to lead the story in a right way. This Automatic story generation system provides an environment for the user to construct or rewrite the story as per their desire, through user interaction. The most attractive feature of this system is that it allows the user to select the characters, objects and location for the story in which they are constructed. Ontology helps to provide the attributes of the characters, objects and locations to the generated story. As a result, ontology preserves the meaning of system generated story in an interesting way. Ontology is a formal explicit specification of shared conceptualization. This intelligent automatic story generation system helps for dynamic construction of stories using ontology in a neat fashion."
Goth et al.,2010,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Exploring individual differences in student writing with a narrative composition support environment,"@inproceedings{goth_exploring_2010,address = {USA},series = {{CL}\&amp;{W} '10},title = {Exploring individual differences in student writing with a narrative composition support environment},abstract = {Novice writers face significant challenges as they learn to master the broad range of skills that contribute to composition. Novice and expert writers differ considerably, and devising effective composition support tools for novice writers requires a clear understanding of the process and products of writing. This paper reports on a study conducted with more than one hundred middle grade students interacting with a narrative composition support environment. The texts are found to pose important challenges for state-of-the-art natural language processing techniques. Furthermore, the study investigates the language usage of middle grade students, the cohesion and coherence of the resulting texts, and the relationship between students' language arts skills and their writing processes. The findings suggest that composition support environments require robust NLP tools that can account for the variations in students' writing in order to effectively support each phase of the writing process.},booktitle = {Proceedings of the {NAACL} {HLT} 2010 {Workshop} on {Computational} {Linguistics} and {Writing}: {Writing} {Processes} and {Authoring} {Aids}},publisher = {Association for Computational Linguistics},author = {Goth, Julius and Baikadi, Alok and Ha, Eun and Rowe, Jonathan and Mott, Bradford and Lester, James},year = {2010},pages = {56--64},}",https://aclanthology.org/W10-0408/,"Novice writers face significant challenges as they learn to master the broad range of skills that contribute to composition. Novice and expert writers differ considerably, and devising effective composition support tools for novice writers requires a clear understanding of the process and products of writing. This paper reports on a study conducted with more than one hundred middle grade students interacting with a narrative composition support environment. The texts are found to pose important challenges for state-of-the-art natural language processing techniques. Furthermore, the study investigates the language usage of middle grade students, the cohesion and coherence of the resulting texts, and the relationship between students' language arts skills and their writing processes. The findings suggest that composition support environments require robust NLP tools that can account for the variations in students' writing in order to effectively support each phase of the writing process."
Newbold and Gillam,2010,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,The Linguistics of Readability: The Next Step for Word Processing,"@inproceedings{newbold-gillam-2010-linguistics,     title = ""The Linguistics of Readability: The Next Step for Word Processing"",     author = ""Newbold, Neil  and       Gillam, Lee"",     editor = ""Piotrowski, Michael  and       Mahlow, Cerstin  and       Dale, Robert"",     booktitle = ""Proceedings of the {NAACL} {HLT} 2010 Workshop on Computational Linguistics and Writing: Writing Processes and Authoring Aids"",     month = jun,     year = ""2010"",     address = ""Los Angeles, CA, USA"",     publisher = ""Association for Computational Linguistics"",     url = ""https://aclanthology.org/W10-0409"",     pages = ""65--72"", }",https://aclanthology.org/W10-0409/,"In this paper, we present a new approach to writing tools that extends beyond the rudimentary spelling and grammar checking to the content of the writing itself. Linguistic methods have long been used to detect familiar lexical patterns in the text to aid automatic summarization and translation of documents. We apply these methods to determine the quality of the text and implement new techniques for measuring readability and providing feedback to authors on how to improve the quality of their documents. We take an extended view of readability that considers text cohesion, propositional density, and word familiarity. We provide simple feedback to the user detailing the most and least readable sentences, the sentences most densely packed with information and the most cohesive words in their document. Commonly used verbose words and phrases in the text, as identified by The Plain English Campaign, can be replaced with user-selected replacements. Our techniques were implemented as a free download extension to the Open Office word processor generating 6,500 downloads to date."
RoleModel,2010,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,RoleModel: towards a formal model of dramatic roles for story generation,"@inproceedings{10.1145/1822309.1822326, author = {Chen, Sherol and Smith, Adam M. and Jhala, Arnav and Wardrip-Fruin, Noah and Mateas, Michael}, title = {RoleModel: towards a formal model of dramatic roles for story generation}, year = {2010}, isbn = {9781450300223}, publisher = {Association for Computing Machinery}, address = {New York, NY, USA}, url = {https://doi.org/10.1145/1822309.1822326}, doi = {10.1145/1822309.1822326}, abstract = {RoleModel is a novel story generator organized around explicit formal models of character roles. RoleModel expands the expressiveness of stories generated from arbitrary partial domain specification by using a formal model of roles within an abductive logic programming framework. Authorial goals in the system can be fully or partially specified as constraints in an abductive logic program. In particular, the RoleModel system focuses on representing and satisfying role constraints of the story characters. This paper discusses the basic architecture for the RoleModel approach, demonstrates example output from the system through three use-cases, discusses the authorial expressiveness enabled by a ""stageless"" abductive logic approach to story generation, and proposes the current and future directions.}, booktitle = {Proceedings of the Intelligent Narrative Technologies III Workshop}, articleno = {17}, numpages = {8}, keywords = {story understanding, story generation}, location = {Monterey, California}, series = {INT3 '10} }",https://dl.acm.org/doi/10.1145/1822309.1822326,"RoleModel is a novel story generator organized around explicit formal models of character roles. RoleModel expands the expressiveness of stories generated from arbitrary partial domain specification by using a formal model of roles within an abductive logic programming framework. Authorial goals in the system can be fully or partially specified as constraints in an abductive logic program. In particular, the RoleModel system focuses on representing and satisfying role constraints of the story characters. This paper discusses the basic architecture for the RoleModel approach, demonstrates example output from the system through three use-cases, discusses the authorial expressiveness enabled by a ""stageless"" abductive logic approach to story generation, and proposes the current and future directions."
